,Nama Barang,Harga,Terjual,Rating,Lokasi,Label
213,Soda Jepang Hata Ramune Lychee,Rp33.000,Terjual 2,5,Makassar,no
214,Terbaru Soft Drink Hata Ramune Strawberry 200 Ml Minuman Jepang,Rp113.000,,,Jakarta Selatan,no
215,hata ramune matcha 200ml,Rp49.000,,,Tangerang,no
216,HATA RAMUNE YOGURT 200 ML,Rp40.500,,,Jakarta Barat,no
217,Hata Ramune Lychee 200ml,Rp39.900,,,Jakarta Barat,no
218,HATA RAMUNE PINEAPPLE 200ML,Rp40.500,,,Jakarta Barat,no
219,Hata Ramune Yoghurt 200ml,Rp39.900,,,Jakarta Barat,no
220,Hata ramune lychee 200ml btl,Rp45.500,,,Tangerang,no
221,Hata ramune lychee 200ml,Rp39.900,,,Tangerang,no
222,Hata ramune yuzu 200ml,Rp39.900,,,Tangerang,no
223,Hata Ramune Youghurt 200ml,Rp35.500,,,Tangerang,no
224,Hata ramune yuzu 200ml,Rp35.500,,,Tangerang,no
225,Hata Ramune matcha 200ml,Rp35.500,,,Tangerang,no
226,HATA RAMUNE SAKURA 200 ML,Rp40.500,,,Jakarta Barat,no
227,HATA RAMUNE MELON 200 ML,Rp40.500,,,Jakarta Barat,no
228,HATA RAMUNE YUZU 200 ML,Rp40.500,,,Jakarta Barat,no
229,Hata Ramune Yuzu 200ml,Rp39.900,,,Jakarta Barat,no
230,Hata ramune Lychee minuman rasa leci 200ml,Rp35.500,,,Tangerang,no
231,Soft Drink Hata Ramune Strawberry 200 ml Minuman Jepang,Rp40.000,,,Jakarta Barat,no
232,HATA RAMUNE PLAIN 200 ml,Rp39.900,,,Jakarta Selatan,no
233,HATA RAMUNE BLUBERRY 200 ml,Rp39.900,,,Jakarta Selatan,no
234,Hata Ramune Original Sakura 200ml (japanese carbonated softdring),Rp39.900,,,Jakarta Barat,no
235,DriPP Peach Syrup Sirup,Rp111.000,Terjual 1,5,Pekalongan,no
236,Sirup Rasa Rum 350mL Jingga Syrup,Rp44.625,Terjual 80+,5,Malang,no
237,Wija Soju Green Grape 360ml,Rp65.000,Terjual 6,5,Kab. Tangerang,no
238,blackcurrant syrup,Rp142.000,Terjual 1,,Bogor,no
239,DRiPP Lemonade Sirup,Rp111.000,Terjual 40+,5,Surabaya,no
0,Kelloggs Corn Flakes Sereal 275g,Rp 35.405,Terjual 750+,5,,yes
1,Kelloggs Coco Pops Sereal 350 gr,Rp 44.135,Terjual 1 rb+,5,,yes
2,[SPECIAL BUNDLE] Kelloggs Strawberry & Banana Corn Flakes Sereal 180g,Rp62.700,Terjual 3 rb+,4.9,Jakarta Timur,yes
3,Kelloggs Corn Flakes Cereal 275gr / 275 gr Kellogs Sereal,Rp22.000,Terjual 2 rb+,5,Jakarta Pusat,yes
4,Kelloggs Coco Pops Sereal 350 gr,Rp44.135,Terjual 1 rb+,5,Dilayani Tokopedia,yes
5,Kelloggs Pop Tart Fosted All Varian 13.5OZ - Blueberry,Rp124.900,Terjual 100+,4.7,Jakarta Selatan,yes
6,Kelloggs Banana Corn Flakes Sereal 180g,Rp16.500,Terjual 750+,4.9,Jakarta Timur,yes
7,Kelloggs Rice Krispies Sereal 130g,Rp21.825,Terjual 1 rb+,4.9,Dilayani Tokopedia,yes
8,Kelloggs Corn Flakes Cereal 275gr / 275 gr Kellogs Sereal,Rp22.000,Terjual 2 rb+,5,Jakarta Pusat,yes
9,Kelloggs Corn Flakes Sereal 500g,Rp56.260,Terjual 4 rb+,4.9,Dilayani Tokopedia,yes
10,[SPECIAL BUNDLE] Kelloggs Strawberry & Banana Corn Flakes Sereal 180g,Rp62.700,Terjual 3 rb+,4.9,Jakarta Timur,yes
11,Kelloggs Froot Loops Sereal 300g,Rp44.135,Terjual 3 rb+,5,Dilayani Tokopedia,yes
12,[BUNDLE 3] Kelloggs Froot Loops Sereal 300g,Rp128.310,Terjual 100+,5,Dilayani Tokopedia,yes
13,Kelloggs Honey Crunch Corn Flakes Sereal 360g,Rp52.000,Terjual 1 rb+,5,Dilayani Tokopedia,yes
14,Kelloggs Froot Loops Sereal - 150 gr,Rp26.675,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
15,Kelloggs Honey Crunch Corn Flakes Sereal 200g,Rp34.920,Terjual 500+,4.9,Jakarta Timur,yes
16,Kelloggs Mueslix Harvest Fruit Sereal - 355 gr,Rp64.020,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
17,Kellogs Kelloggs Corn Flakes 275Gram,Rp21.500,Terjual 4 rb+,4.9,Jakarta Barat,yes
18,Kelloggs Corn Flakes Sereal 500g,Rp56.260,Terjual 4 rb+,4.9,Dilayani Tokopedia,yes
19,Cereal Cornflakes Kelloggs - Rasa Strawberry,Rp95.000,,,Tanjung Pinang,yes
20,[SPECIAL BUNDLE] Kelloggs Coco Pops Sereal 2 x 350 gr,Rp86.450,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
21,Kelloggs / Keloggs Kellog Import Corn Flakes 275 gr Sereal Jagung,Rp22.999,Terjual 70+,5,Kab. Tangerang,yes
22,Kelloggs Strawberry Corn Flakes Sereal 180g,Rp32.010,Terjual 1 rb+,4.9,Dilayani Tokopedia,yes
23,[SPECIAL BUNDLE] Kelloggs Froot Loops Sereal 2 x 300g,Rp86.450,Terjual 10 rb+,5,Dilayani Tokopedia,yes
24,[SPECIAL BUNDLE] Kelloggs Coco Pops Sereal 2 x 350 gr,Rp86.450,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
25,KELLOGGS Kellogg's Corn Flakes STRAWBERRY Stroberi Cereal Kellogs,Rp29.000,Terjual 250+,4.8,Tangerang Selatan,yes
26,Kelloggs Corn Flakes Sereal 275g,Rp35.405,Terjual 750+,5,Dilayani Tokopedia,yes
27,Kelloggs Coco Pops Sereal 350 gr,Rp44.135,Terjual 1 rb+,5,Dilayani Tokopedia,yes
28,Kellogs Kelloggs Corn Flakes 275Gram,Rp21.500,Terjual 4 rb+,4.9,Jakarta Barat,yes
29,Sereal Kellogg's Froot Loops Fruit Loops Kelloggs kelog Kellogg 300g,Rp39.999,Terjual 250+,5,Jakarta Barat,yes
30,[SPECIAL BUNDLE] Kelloggs Frosties Sereal 2 x 300g,Rp86.450,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
31,KELLOGG'S/ Kelloggs All Bran Cereal - 315g,Rp159.900,Terjual 100+,5,Kab. Tangerang,yes
32,Kelloggs Frosties Sereal 300g,Rp44.135,Terjual 1 rb+,5,Dilayani Tokopedia,yes
33,kelloggs rice crispy 130gr,Rp22.500,Terjual 17,5,Tangerang Selatan,yes
34,Kelloggs Honey Crunch Corn Flakes Sereal 200g,Rp34.920,Terjual 500+,4.9,Jakarta Timur,yes
35,Kelloggs / Keloggs Kellog Import Corn Flakes 275 gr Sereal Jagung,Rp24.888,Terjual 17,5,Kab. Tangerang,yes
36,Kelloggs Froot Loops 300g + Kelloggs Frosties 300g,Rp86.450,Terjual 100+,4.9,Dilayani Tokopedia,yes
37,Kelloggs Mueslix Harvest Fruit 375Gr Sereal Cereal Kellogs Kelogs,Rp61.669,Terjual 100+,4.9,Jakarta Barat,yes
38,[SPECIAL BUNDLE] Kelloggs Corn Flakes Sereal 2 x 275g,Rp69.350,Terjual 2 rb+,5,Dilayani Tokopedia,yes
39,Kelloggs Froot Loops 300g + Kelloggs Frosties 300g,Rp86.450,Terjual 100+,4.9,Dilayani Tokopedia,yes
40,Kelloggs Special K Oats & Honey Sereal 385g,Rp53.350,Terjual 1 rb+,5,Dilayani Tokopedia,yes
41,Kelloggs Special K Sereal 370g,Rp53.350,Terjual 1 rb+,5,Dilayani Tokopedia,yes
42,Kelloggs Mueslix Harvest Fruit 355 g,Rp60.000,Terjual 40+,4.8,Jakarta Utara,yes
43,Kelloggs Frosties Sereal 300g,Rp44.135,Terjual 1 rb+,5,Dilayani Tokopedia,yes
44,Kelloggs Honey Crunch Corn Flakes Sereal 360g,Rp44.000,Terjual 50+,4.6,Jakarta Selatan,yes
45,Kelloggs Mueslix Harvest Fruit Sereal 355 gr,Rp60.900,Terjual 50+,5,Jakarta Barat,yes
46,Kelloggs Fruit Loops Cereal - Sereal Rasa Buah Aneka Warna 160gr,Rp23.500,Terjual 1 rb+,4.9,Jakarta Barat,yes
47,Kelloggs Corn Flakes Sereal 150g,Rp22.795,Terjual 750+,4.9,Jakarta Timur,yes
48,Kelloggs Mueslix Raisin & Almond Sereal 355g,Rp64.020,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
49,Kelloggs Banana Corn Flakes Sereal 180g,Rp16.500,Terjual 750+,4.9,Jakarta Timur,yes
50,Kelloggs Coco Pops Sereal - 190g,Rp26.675,Terjual 500+,4.9,Jakarta Timur,yes
51,FROOT LOOPS 300 gr Cereal Kelloggs Fruit Loop Sereal Kelog,Rp38.000,Terjual 1 rb+,5,Bandung,yes
52,Kelloggs Coco Pops Sereal 400 gram,Rp43.000,Terjual 100+,5,Tangerang,yes
53,Kelloggs Coco Pops 400 gr | Sereal Cokelat Kellogg's,Rp43.000,Terjual 100+,4.9,Jakarta Barat,yes
54,[BUNDLE 3] Kelloggs Corn Flakes Sereal 275g,Rp102.930,Terjual 40+,5,Dilayani Tokopedia,yes
55,Kelloggs Kellogg's Kellogs Special K Oats & Honey Sereal 385g,Rp52.839,Terjual 100+,4.8,Jakarta Barat,yes
56,Kelloggs Kellogs Mueslix Harvest Fruit 375Gr Sereal Cereal Kelogs,Rp61.669,Terjual 100+,4.8,Jakarta Barat,yes
57,Kelloggs Froot Loops 160 gr | Sereal Froot Loops,Rp19.900,Terjual 100+,5,Jakarta Barat,yes
58,kelloggs corn flakes 275gr,Rp30.000,Terjual 100+,5,Jakarta Utara,yes
59,Kelloggs Froot Loops 300g fruit loops sereal kellog sarapan,Rp40.000,Terjual 26,5,Jakarta Barat,yes
60,Kelloggs Honey Crunch Corn Flakes 400 gr,Rp47.970,Terjual 750+,4.9,Jakarta Pusat,yes
61,KELLOGGS Kellogg's Corn Flakes Cereal Kellog,Rp26.000,Terjual 500+,4.9,Tangerang Selatan,yes
62,Kelloggs Frosties Sereal 175g,Rp26.675,Terjual 250+,4.9,Jakarta Timur,yes
63,Kelloggs Corn Flakes Honey Crunch 360 Gram,Rp48.000,Terjual 250+,5,Tangerang,yes
64,Kelloggs Cereal Sereal - Fruit Strawberry 180g,Rp28.500,Terjual 8,5,Tangerang,yes
65,Kelloggs Rice Krispies - 170G (HEALTHY FOOD),Rp21.500,Terjual 500+,4.9,Jakarta Barat,yes
66,KELLOGGS Kellogg's Corn Flakes BANANA PISANG Chips Cereal Kellogs,Rp29.000,Terjual 100+,4.9,Tangerang Selatan,yes
67,Kelloggs Frosties Sereal 300 Gram,Rp37.250,Terjual 80+,5,Jakarta Barat,yes
68,Kelloggs Froot Loops 300g fruit loops sereal kellog sarapan,Rp40.000,Terjual 100+,5,Tangerang Selatan,yes
69,Kelloggs Corn Flakes Sereal [275 gr],Rp33.000,Terjual 1 rb+,5,Jakarta Utara,yes
70,Kelloggs Rice Krispies Sereal 130g,Rp22.500,Terjual 100+,4.9,Jakarta Barat,yes
71,Kelloggs Honey Crunch Corn Flakes Pouch Sereal 2 x 55gr,Rp22.000,Terjual 7,5,Jakarta Timur,yes
72,FROSTIES KELLOGGS 300 GRAM,Rp37.500,Terjual 60+,5,Jakarta Barat,yes
73,KELLOGGs corn flakes 500gr kellog sereal jagung original,Rp52.000,Terjual 750+,5,Jakarta Selatan,yes
74,Kelloggs Rice Krispies Sereal 130g,Rp17.500,Terjual 50+,5,Jakarta Timur,yes
75,Kellogg honey corn flake crunch 220gr sereal kellog kelloggs,Rp28.500,Terjual 40+,4.8,Tangerang Selatan,yes
76,Cereal Kelloggs Froot Loops 160gr,Rp20.500,Terjual 80+,5,Bekasi,yes
77,Cereal Kelloggs Froot Loops 160gr,Rp20.500,Terjual 80+,5,Bekasi,yes
78,Kelloggs Strawberry Corn Flakes Sereal 180g,Rp32.010,Terjual 1 rb+,4.9,Dilayani Tokopedia,yes
79,Kelloggs Honey Crunch Corn Flakes - 360G,Rp45.000,Terjual 100+,5,Jakarta Barat,yes
80,Kelloggs Mueslix Harvest Fruit Sereal - 355 gr,Rp64.020,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
81,Kelloggs Honey Crunch Corn Flakes - 200G,Rp29.900,Terjual 100+,4.8,Jakarta Barat,yes
82,Kelloggs Corn Flakes Sereal 150g,Rp22.795,Terjual 750+,4.9,Jakarta Timur,yes
83,Kelloggs Frosties - 300G (HEALTHY FOOD),Rp37.500,Terjual 250+,5,Jakarta Barat,yes
84,Kelloggs Corn Flakes Sereal 275g,Rp35.405,Terjual 750+,5,Dilayani Tokopedia,yes
85,KELLOGGS Corn Flakes 275gr,Rp28.000,Terjual 14,5,Jakarta Barat,yes
86,[BUNDLE 3] Kelloggs Froot Loops Sereal 300g,Rp128.310,Terjual 100+,5,Dilayani Tokopedia,yes
87,KELLOGGS CORN FLAKES 275GRAM,Rp21.500,Terjual 90+,4.9,Jakarta Barat,yes
88,[CARTON DEALS] Kelloggs Froot Loops 300g x 18pcs,Rp753.480,Terjual 30+,5,Jakarta Timur,yes
89,Kelloggs Frosties - 300G (HEALTHY FOOD),Rp37.500,Terjual 250+,5,Jakarta Barat,yes
90,Kelloggs Froot Loops Repack Kiloan Sereal Frootloops Cereal Kellogs,Rp32.000,Terjual 250+,4.9,Jakarta Barat,yes
91,KELLOGG'S RICE KRISPIES 130 Gram Cereal Sereal Kellogs kelloggs,Rp22.900,Terjual 100+,5,Jakarta Timur,yes
92,Kelloggs Froot Loops Sereal 300g,Rp39.000,Terjual 26,4.9,Jakarta Selatan,yes
93,Kelloggs Rice Krispies Treats Original - NON HALAL,Rp129.000,Terjual 100+,5,Jakarta Utara,yes
94,Kelloggs Honey Crunch Corn Flakes 400 gr,Rp47.970,Terjual 70+,4.9,Jakarta Pusat,yes
95,Kelloggs Kellogs Frosties Sereal Cereal Jagung Corn 300Gr Sarapan,Rp43.689,Terjual 9,5,Jakarta Barat,yes
96,Kelloggs Coco Pops 400gr,Rp42.380,Terjual 9,5,Jakarta Pusat,yes
97,Kelloggs Froot Loops Sereal (300gr),Rp43.791,Terjual 3,5,Malang,yes
98,Kelloggs Coco Pops Sereal - 190g,Rp26.675,Terjual 500+,4.9,Jakarta Timur,yes
99,Kelloggs Froot Loops 300gr (Promo),Rp41.000,Terjual 750+,4.9,Jakarta Selatan,yes
100,[SPECIAL BUNDLE] Kelloggs Froot Loops Sereal 2 x 300g,Rp86.450,Terjual 10 rb+,5,Dilayani Tokopedia,yes
101,Kelloggs Corn Flakes 500g Sereal,Rp46.000,Terjual 250+,4.9,Bandung,yes
102,[Carton Deals] Kelloggs Special K Sereal 12x370g,Rp607.200,Terjual 7,5,Jakarta Timur,yes
103,KELLOGGS FROOT LOOPS Cereal 300 gr Kellogg's Sereal Ring Buah,Rp41.200,Terjual 750+,5,Surabaya,yes
104,KELLOGGS CORN FLAKES 500 GR,Rp63.500,Terjual 7,5,Jakarta Selatan,yes
105,KELLOGGS FROOT LOOPS 300 GR - SEREAL,Rp44.390,Terjual 19,5,Jakarta Pusat,yes
106,(Satuan) Sereal Kellogs Kelloggs Honey Crunch 200Gr,Rp34.159,Terjual 20,5,Jakarta Barat,yes
107,Kelloggs / Keloggs Kellog Import Corn Flakes 275 gr Sereal Jagung,Rp22.999,Terjual 70+,5,Kab. Tangerang,yes
108,Kelloggs Mueslix Raisin & Almond Crunch Sereal 375g,Rp60.900,Terjual 40+,5,Jakarta Barat,yes
109,Kelloggs Honey Crunch Corn Flakes - 360G,Rp45.000,Terjual 100+,5,Jakarta Barat,yes
110,(Berhadiah) Kelloggs Froot Loops 300gr-Sereal Sarapan Bergizi-Grosir,Rp53.500,Terjual 9,4.3,Tangerang Selatan,yes
111,Kelloggs kellogs froot coco loops pops frosties corn flakes 300gr 330,Rp29.900,Terjual 2 rb+,4.9,Jakarta Utara,yes
112,Kelloggs Froot Loops Sereal 300g,Rp44.135,Terjual 3 rb+,5,Dilayani Tokopedia,yes
113,Kelloggs Froot Loops 300gr,Rp42.000,Terjual 30+,4.9,Jakarta Selatan,yes
114,Kelloggs Rice Krispies Sereal 130g,Rp21.825,Terjual 1 rb+,4.9,Dilayani Tokopedia,yes
115,KELLOGGS Strawberry Corn Flakes 180 gr,Rp28.000,Terjual 7,5,Jakarta Barat,yes
116,Kelloggs Honey Crunch Corn Flakes Sereal 360g,Rp52.000,Terjual 1 rb+,5,Dilayani Tokopedia,yes
117,Kelloggs Kellogs Frosties Sereal Cereal Jagung Corn 300Gr Sarapan,Rp43.689,Terjual 100+,5,Jakarta Barat,yes
118,KELLOGGS FROOT LOOPS Cereal Sereal Ring Rasa Buah Fruit Loop 160 gr,Rp26.000,Terjual 100+,5,Tangerang Selatan,yes
119,Kelloggs Corn Flakes Strawberry 180 gr,Rp30.300,Terjual 250+,4.9,Jakarta Barat,yes
120,Kelloggs Honey Crunch Corn Flakes Sereal 360g,Rp45.000,Terjual 24,,Jakarta Timur,yes
121,KELLOGGS CORN FLAKES HONEY CRUNCH 360 GR - SEREAL,Rp49.290,Terjual 8,5,Jakarta Pusat,yes
122,KELLOGGS RICE CRISPIES 130GR,Rp19.600,Terjual 26,5,Jakarta Selatan,yes
123,Kelloggs Froot Loops 300 gr,Rp42.380,Terjual 1 rb+,4.9,Jakarta Pusat,yes
124,Kelloggs Pop Tart Fosted All Varian 13.5OZ,Rp124.900,Terjual 100+,4.7,Jakarta Selatan,yes
125,Kellogs / Kelloggs Froot Loops 300gr Sereal Rasa Buah READY,Rp39.800,Terjual 500+,4.8,Jakarta Barat,yes
126,Kelloggs / Keloggs Kellog Import Corn Flakes 275 gr Sereal Jagung,Rp23.999,Terjual 60+,4.9,Kab. Tangerang,yes
127,Kelloggs Froot Loops 300G,Rp44.390,Terjual 250+,4.9,Bandung,yes
128,Kelloggs Eggo Frozen Waffle - wafel eggo beku aneka varian,Rp185.000,Terjual 250+,5,Jakarta Utara,yes
129,Cornflakes kelloggs 275g corn flakes cereal sereal,Rp31.000,Terjual 100+,5,Jakarta Utara,yes
130,[CARTON DEALS] Kelloggs Froot Loops 150g x 18pcs,Rp430.560,Terjual 8,5,Jakarta Timur,yes
131,Kelloggs Pop Tarts 8 toaster pastries - pastri impor isi 8 pastri,Rp49.000,Terjual 2 rb+,4.9,Jakarta Utara,yes
132,Sereal Kelloggs Corn Flakes 275g,Rp26.900,Terjual 40+,5,Bekasi,yes
133,KELLOGGs corn flakes 500gr kellog sereal jagung original,Rp52.000,Terjual 100+,4.9,Tangerang Selatan,yes
134,Kelloggs Rice Krispies [ 130gr ],Rp23.500,Terjual 80+,5,Jakarta Utara,yes
135,Kelloggs Rice Krispies Sereal 130g,Rp20.600,Terjual 70+,5,Tangerang,yes
136,"Sereal Kelloggs HONEY CRUNCH, 200 g",Rp35.700,Terjual 11,4.7,Tangerang Selatan,yes
137,Honey Crunch Flakes Kelloggs 200 Gram,Rp29.500,Terjual 22,4.6,Jakarta Barat,yes
138,Kelloggs Kellogs Froot Loops 160Gr Sereal Cereal Buah Gandum Import,Rp25.029,Terjual 100+,4.9,Jakarta Barat,yes
139,KELLOGGS CORN FLAKES 275 G,Rp33.725,Terjual 29,5,Jakarta Selatan,yes
140,Kelloggs Froot Loops 300 gr,Rp42.380,Terjual 90+,5,Jakarta Pusat,yes
141,Kelloggs Corn Flakes 150 gr,Rp19.551,Terjual 21,5,Jakarta Pusat,yes
142,PROMO! KELLOGGS CORN FLAKES CEREAL 275gr / SEREAL KELLOGS CORN FLAKE,Rp34.950,Terjual 250+,5,Jakarta Selatan,yes
143,Kelloggs Kellogs Corn Flakes Original Sereal Cereal Jagung 275Gr,Rp31.499,Terjual 27,4.5,Jakarta Barat,yes
144,Kelloggs Mueslix Harvest Fruit 375 gr,Rp61.400,Terjual 50+,4.7,Jakarta Pusat,yes
145,Kelloggs Froot Loops 300g fruit loops sereal kellog sarapan,Rp40.000,Terjual 1 rb+,5,Jakarta Selatan,yes
146,Kelloggs Corn Flakes Strawberry 180 gr,Rp30.300,Terjual 100+,5,Tangerang,yes
147,Kelloggs Coco Pops 220 gr | Sereal Coco Pops,Rp26.900,Terjual 40+,5,Jakarta Barat,yes
148,Kelloggs Mueslix Raisin & Almond Crunch 355 g,Rp60.000,Terjual 30+,4.8,Jakarta Utara,yes
149,Sereal Kelloggs Froot Loops 160 gr Kellogs Fruit Loop,Rp28.900,Terjual 40+,4.9,Jakarta Barat,yes
150,Kelloggs Banana Corn Flakes 180 GR,Rp29.591,Terjual 18,4.9,Jakarta Pusat,yes
151,Kelloggs Mueslix Raisin Almond 375gr,Rp61.400,Terjual 8,5,Jakarta Pusat,yes
152,Kelloggs poptarts 384gr,Rp125.000,Terjual 14,5,Jakarta Selatan,yes
153,KELLOGGS FROOTLOOPS CEREAL 300gr / SEREAL FROOT LOOPS (HALAL MUI),Rp46.700,Terjual 250+,5,Jakarta Selatan,yes
154,Kelloggs Frosties Corn Flakes Repack Kiloan Sereal Cornflakes Cereal,Rp22.000,Terjual 100+,4.9,Jakarta Barat,yes
155,[FRUIT SERIES] Kelloggs Strawberry Corn Flakes - 180G,Rp28.800,Terjual 100+,4.8,Jakarta Barat,yes
156,Kelloggs Rice Krispies 130 gr,Rp20.850,Terjual 50+,4.9,Jakarta Pusat,yes
157,Kelloggs Special Original K 370gr,Rp51.000,Terjual 100+,4.9,Jakarta Selatan,yes
158,[CARTON DEALS] Kelloggs Corn Flakes Sereal 275g x 18pcs,Rp604.440,Terjual 4,5,Jakarta Timur,yes
159,[FRUIT SERIES] Kelloggs Strawberry Corn Flakes - 180G,Rp28.800,Terjual 100+,4.8,Jakarta Barat,yes
160,Kelloggs Mueslix Raisin & Almond Sereal 355g,Rp64.020,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
161,Kelloggs / Keloggs Kellog Import Corn Flakes 275 gr Sereal Jagung,Rp24.999,Terjual 6,5,Kab. Tangerang,yes
162,Kelloggs Corn Flakes Sereal 500g,Rp 56.260,Terjual 4 rb+,4.9,,yes
163,[SPECIAL BUNDLE] Kelloggs Frosties Sereal 2 x 300g,Rp 86.450,Terjual 2 rb+,4.9,,yes
164,Kelloggs Froot Loops Sereal - 150 gr,Rp26.675,Terjual 2 rb+,4.9,Dilayani Tokopedia,yes
165,Kelloggs Rice Krispies - 170G (HEALTHY FOOD),Rp21.500,Terjual 500+,4.9,Jakarta Barat,yes
166,Kelloggs Special K Oats & Honey Sereal 385g,Rp53.350,Terjual 1 rb+,5,Dilayani Tokopedia,yes
167,Kelloggs Froot Loops - 300G (HEALTHY FOOD),Rp40.000,Terjual 750+,5,Jakarta Barat,yes
168,[CARTON DEALS] Kelloggs Mueslix Harvest Fruit 355g x 12pcs,Rp728.640,,,Jakarta Timur,yes
169,[CARTON DEALS] Kelloggs Corn Flakes Sereal 500g x 18pcs,Rp960.480,Terjual 9,,Jakarta Timur,yes
170,Sereal Kelloggs Banana Corn Flakes 180Gr,Rp30.399,Terjual 70+,4.9,Jakarta Barat,yes
171,Kelloggs / Keloggs Kellog Import Corn Flakes 275 gr Sereal Jagung,Rp24.999,Terjual 50+,4.9,Kab. Tangerang,yes
172,Kelloggs Corn Flakes 500g Sereal,Rp46.000,Terjual 250+,4.9,Bandung,yes
173,KELLOGGS FROOT LOOPS BOX 160 GR - SEREAL,Rp24.360,Terjual 80+,4.9,Jakarta Barat,yes
174,Kelloggs Eggo Waffles Homestyle - kelloggs eggo frozen waffle,Rp199.000,Terjual 24,5,Jakarta Utara,yes
175,Kelloggs Froot Loops 16gr kellog sereal lokal,Rp37.900,Terjual 20,4.6,Jakarta Barat,yes
176,Kelloggs Froot Loops 300 gram,Rp37.000,Terjual 27,5,Kab. Cirebon,yes
177,Kelloggs Froot Loops 160 gr | Sereal Froot Loops,Rp22.900,Terjual 90+,5,Tangerang,yes
178,Kelloggs Coco Pops 400 gram,Rp50.000,Terjual 9,5,Jakarta Barat,yes
179,Kelloggs Froot Loops Sereal Breakfast Jagung Box 300gr EXP Mei 2024 ,Rp43.000,,,Depok,yes
180,Kelloggs Frosties Sereal 175g,Rp26.675,Terjual 250+,4.9,Jakarta Timur,yes
181,Kelloggs Corn Flakes 275 Gram,Rp23.500,Terjual 100+,4.8,Jakarta Barat,yes
182,[CARTON DEALS] Kelloggs Froot Loops 300g x 18pcs,Rp753.480,Terjual 30+,5,Jakarta Timur,yes
183,Kelloggs Rice Krispies Sereal 130g,Rp20.600,Terjual 70+,5,Tangerang,yes
184,Kelloggs Coco Pops Repack Kiloan Sereal Choco Pop Cereal Kellogs,Rp25.000,Terjual 50+,4.9,Jakarta Barat,yes
185,FROOT LOOPS KELLOGGS 300 GRAM,Rp40.000,Terjual 70+,5,Jakarta Barat,yes
186,Kelloggs Corn Flakes Honey Crunch 400G,Rp49.290,Terjual 70+,4.9,Bandung,yes
187,Kellogg's Kelloggs Strawberry Corn Flakes 180 Gr,Rp30.399,Terjual 12,5,Jakarta Barat,yes
188,Kelloggs Froot Loops 300gr (Promo),Rp41.000,Terjual 750+,4.9,Jakarta Selatan,yes
189,Kelloggs Coco Pops 400gr,Rp42.380,Terjual 40+,4.7,Jakarta Pusat,yes
190,Kelloggs Corn Flakes 275 gram Sereal Jagung,Rp24.000,Terjual 17,5,Jakarta Barat,yes
191,Kelloggs / Keloggs Kellog Import Corn Flakes 275 gr Sereal Jagung,Rp24.999,Terjual 6,5,Kab. Tangerang,yes
192,Kelloggs Special K Oats & Honey Sereal 385g,Rp48.000,Terjual 6,,Jakarta Timur,yes
193,Kelloggs Froot Loops Sereal 300 gram Sayurbox,Rp46.900,Terjual 100+,5,Jakarta Selatan,yes
194,[CARTON DEALS] Kelloggs Corn Flakes Sereal 500g x 18pcs,Rp960.480,Terjual 9,,Jakarta Timur,yes
195,Corn Flakes Kelloggs 275 gr sereal jagung kellogg's kelog,Rp33.500,Terjual 250+,5,Surabaya,yes
196,[CARTON DEALS] Kelloggs Froot Loops 150g x 18pcs,Rp430.560,Terjual 8,5,Jakarta Timur,yes
197,Kelloggs Rice Krispies 130gr,Rp20.800,Terjual 500+,4.8,Jakarta Selatan,yes
198,[BUNDLE 3] Kelloggs Corn Flakes Sereal 275g,Rp102.930,Terjual 40+,5,Dilayani Tokopedia,yes
199,KELLOGG'S FROOT LOOPS 300 Gram Kellogs Kelloggs Cereal Sereal,Rp45.900,Terjual 250+,4.9,Jakarta Timur,yes
200,Sereal Kelloggs Strawberry Corn Flakes 180Gr,Rp30.399,Terjual 100+,4.9,Jakarta Barat,yes
201,Kelloggs Froot Loops - 300G (HEALTHY FOOD),Rp40.000,Terjual 750+,5,Jakarta Barat,yes
202,kelloggs Frosties 175 300 g kellogs cereal sarapan sereal 175g 300g,Rp25.000,Terjual 30+,5,Jakarta Barat,yes
203,KELLOGGS FROOT LOOPS 300 GR - SEREAL,Rp44.390,Terjual 60+,4.9,Jakarta Barat,yes
204,Kelloggs Strawberry Corn Flakes 180 Gram,Rp28.900,Terjual 23,4.6,Jakarta Barat,yes
205,Kelloggs Honey Crunch Corn Flakes 360 Gram,Rp45.750,Terjual 100+,4.9,Jakarta Barat,yes
206,Kelloggs Mueslix Raisin and Almond Crunch 375Gr Cereal Sarapan,Rp61.669,Terjual 40+,4.9,Jakarta Barat,yes
207,KELLOGGS Corn Flakes Sereal Jumbo Pack 500gr 500g,Rp55.000,Terjual 40+,5,Jakarta Pusat,yes
208,KELLOGGS FROOT LOOPS CEREAL 300 GR PREMIUM !!!,Rp42.000,Terjual 90+,5,Tangerang Selatan,yes
209,Sereal KELLOGG'S Corn Flakes | cereal Kelloggs kelog,Rp29.999,Terjual 100+,5,Jakarta Barat,yes
